J 1 5 25 B 0.000626
J 1 10 25 B 0.001568
J 1 15 25 B 0.005127
J 1 20 25 B 0.009800
J 1 25 25 B 0.014603
J 1 30 25 B 0.020952
J 1 35 25 B 0.028675
J 1 40 25 B 0.038011
J 1 45 25 B 0.048509
J 1 50 25 B 0.063228
