J 2 20 5 100 B 0.017763
J 2 20 10 100 B 0.048728
J 2 20 15 100 B 0.091646
J 2 20 20 100 B 0.318560
J 2 20 25 100 B 0.473388
J 2 20 30 100 B 0.664699
J 2 20 35 100 B 1.100326
J 2 20 40 100 B 1.091919
